u	v	w
9377	9547	4	
1134	9548	30	
25	9549	10	
5030	9550	13	
7864	9551	11	
4918	9552	1	
9267	9553	5	
2996	9554	43	
8197	9555	1	
5651	9556	14	
9118	9557	11	
9990	9558	7	
4835	9559	14	
6497	9560	6	
5435	9561	8	
239	9562	2	
3116	9563	8	
7231	9564	6	
4233	9565	6	
7059	9566	2	
8449	9567	3	
294	9568	15	
5628	9569	32	
6299	9570	3	
8150	9571	29	
946	9572	11	
6324	9573	22	
4052	9574	10	
4942	9575	14	
1298	9576	21	
6215	9577	31	
3492	9578	5	
618	9579	1	
8182	9580	19	
9742	9581	13	
9677	9582	3	
303	9583	2	
5231	9584	1	
7501	9585	14	
6170	9586	10	
5922	9587	13	
7095	9588	9	
9656	9589	10	
3817	9590	22	
7780	9591	12	
3229	9592	15	
352	9593	35	
8749	9594	13	
6714	9595	2	
7389	9596	13	
509	9597	19	
9673	9598	33	
8440	9599	5	
5188	9600	13	
2036	9601	11	
746	9602	13	
9331	9603	10	
7855	9604	4	
1577	9605	9	
1687	9606	17	
2934	9607	4	
2299	9608	25	
5220	9609	5	
1445	9610	4	
6302	9611	26	
4178	9612	11	
596	9613	13	
7816	9614	2	
520	9615	7	
249	9616	10	
6570	9617	6	
5471	9618	7	
2627	9619	13	
6527	9620	18	
3415	9621	17	
8497	9622	24	
3160	9623	12	
4322	9624	13	
4232	9625	7	
4840	9626	17	
4499	9627	7	
4626	9628	4	
1177	9629	2	
5102	9630	12	
6738	9631	1	
4508	9632	14	
9235	9633	14	
9100	9634	15	
9452	9635	24	
2027	9636	33	
3877	9637	9	
7313	9638	4	
7876	9639	5	
3027	9640	15	
2063	9641	22	
6765	9642	13	
6487	9643	11	
6668	9644	5	
6562	9645	24	
2083	9646	13	
3633	9647	31	
8347	9648	17	
5012	9649	12	
2527	9650	16	
4347	9651	10	
7261	9652	5	
3823	9653	4	
883	9654	15	
4583	9655	1	
3367	9656	8	
3657	9657	11	
5456	9658	4	
4106	9659	9	
2771	9660	8	
5778	9661	11	
9740	9662	4	
4066	9663	21	
1937	9664	8	
1622	9665	23	
7679	9666	3	
1781	9667	2	
6559	9668	11	
1413	9669	5	
5885	9670	9	
4365	9671	8	
9289	9672	6	
9405	9673	4	
9491	9674	6	
4799	9675	10	
3679	9676	25	
776	9677	11	
2173	9678	9	
3211	9679	12	
8581	9680	5	
4295	9681	11	
8690	9682	19	
4873	9683	11	
6658	9684	1	
9205	9685	2	
6663	9686	3	
4175	9687	10	
8493	9688	18	
1860	9689	16	
1220	9690	19	
3986	9691	7	
5428	9692	22	
415	9693	16	
6454	9694	12	
629	9695	4	
5611	9696	7	
8155	9697	1	
5067	9698	10	
3551	9699	4	
2531	9700	9	
565	9701	2	
1491	9702	33	
1935	9703	27	
5284	9704	28	
6316	9705	18	
3394	9706	21	
5309	9707	14	
7850	9708	8	
5462	9709	9	
5114	9710	5	
9756	9711	18	
2750	9712	2	
8187	9713	25	
558	9714	18	
8108	9715	8	
5336	9716	10	
4745	9717	2	
8131	9718	11	
8115	9719	8	
2539	9720	10	
9863	9721	12	
9740	9722	3	
1904	9723	11	
1142	9724	13	
3386	9725	5	
5775	9726	7	
4942	9727	1	
9791	9728	1	
4219	9729	10	
8791	9730	5	
4872	9731	1	
6227	9732	18	
3205	9733	9	
1888	9734	13	
4306	9735	29	
153	9736	2	
1495	9737	16	
1063	9738	14	
3311	9739	2	
8710	9740	9	
3321	9741	15	
1237	9742	6	
3582	9743	2	
8604	9744	26	
6006	9745	24	
7054	9746	6	
7590	9747	7	
2639	9748	1	
5744	9749	6	
1677	9750	48	
2686	9751	2	
5200	9752	11	
5747	9753	27	
2462	9754	7	
801	9755	20	
6132	9756	19	
7479	9757	7	
293	9758	14	
3795	9759	45	
8025	9760	11	
7580	9761	10	
9225	9762	39	
9383	9763	2	
9855	9764	53	
6220	9765	6	
9022	9766	3	
7361	9767	20	
2700	9768	25	
9986	9769	7	
1767	9770	16	
5366	9771	15	
6884	9772	17	
7784	9773	8	
5991	9774	11	
884	9775	13	
6277	9776	14	
6443	9777	32	
1011	9778	13	
3525	9779	12	
8433	9780	10	
4574	9781	17	
5449	9782	6	
7714	9783	14	
1475	9784	9	
3171	9785	17	
6683	9786	13	
6183	9787	6	
8628	9788	22	
9607	9789	15	
3561	9790	37	
9551	9791	10	
4546	9792	11	
1642	9793	21	
8919	9794	3	
9676	9795	12	
5829	9796	15	
348	9797	9	
2169	9798	8	
879	9799	1	
8893	9800	27	
1	9801	33	
8297	9802	1	
1431	9803	13	
4518	9804	12	
5230	9805	18	
4175	9806	8	
8033	9807	4	
7215	9808	31	
8211	9809	11	
6475	9810	19	
9725	9811	5	
2159	9812	11	
9677	9813	11	
2170	9814	23	
4383	9815	14	
4454	9816	12	
6102	9817	5	
1767	9818	13	
8132	9819	10	
1689	9820	3	
5565	9821	4	
6851	9822	35	
1011	9823	7	
6019	9824	7	
3297	9825	21	
4382	9826	6	
1115	9827	29	
6353	9828	8	
8423	9829	3	
450	9830	3	
691	9831	10	
7352	9832	19	
6619	9833	14	
3222	9834	9	
3158	9835	6	
8064	9836	16	
991	9837	13	
3135	9838	10	
8094	9839	14	
6804	9840	27	
9006	9841	2	
2767	9842	5	
2445	9843	2	
7255	9844	18	
4448	9845	1	
6097	9846	15	
9899	9847	20	
5012	9848	7	
6497	9849	4	
4131	9850	15	
2099	9851	4	
257	9852	10	
853	9853	4	
8700	9854	14	
8193	9855	13	
8658	9856	10	
2481	9857	11	
599	9858	17	
308	9859	33	
1070	9860	14	
797	9861	10	
5770	9862	22	
3477	9863	21	
1568	9864	18	
6830	9865	22	
6457	9866	11	
9970	9867	12	
4544	9868	12	
3621	9869	3	
8446	9870	6	
5192	9871	22	
6317	9872	2	
5207	9873	14	
2590	9874	21	
4630	9875	8	
8784	9876	12	
17	9877	8	
3940	9878	11	
9445	9879	14	
9807	9880	23	
9975	9881	10	
3331	9882	30	
9705	9883	9	
8284	9884	16	
3313	9885	20	
3354	9886	13	
9900	9887	14	
3250	9888	63	
5696	9889	36	
6990	9890	32	
7600	9891	4	
6894	9892	23	
3527	9893	15	
502	9894	30	
2340	9895	34	
6964	9896	4	
7116	9897	5	
4893	9898	17	
9104	9899	16	
5947	9900	8	
6898	9901	2	
9603	9902	12	
5340	9903	15	
9813	9904	2	
9167	9905	21	
6706	9906	24	
1303	9907	12	
1903	9908	2	
4478	9909	15	
1190	9910	27	
9363	9911	21	
3835	9912	8	
7529	9913	1	
6795	9914	18	
1506	9915	11	
5245	9916	12	
7926	9917	4	
1601	9918	2	
1716	9919	31	
9652	9920	8	
4059	9921	30	
6833	9922	10	
4619	9923	15	
1169	9924	9	
1598	9925	14	
5142	9926	3	
3736	9927	10	
2891	9928	15	
3797	9929	9	
8955	9930	17	
1047	9931	23	
1870	9932	9	
385	9933	1	
578	9934	6	
79	9935	17	
5045	9936	13	
6639	9937	7	
1207	9938	20	
4925	9939	30	
1176	9940	5	
2793	9941	28	
92	9942	7	
975	9943	29	
386	9944	12	
438	9945	11	
129	9946	14	
839	9947	20	
482	9948	5	
3824	9949	18	
5360	9950	1	
5451	9951	24	
3263	9952	7	
7629	9953	38	
3295	9954	18	
6639	9955	27	
2966	9956	3	
136	9957	4	
4365	9958	16	
1249	9959	1	
326	9960	16	
1174	9961	18	
9896	9962	14	
3920	9963	10	
2624	9964	25	
8755	9965	2	
3476	9966	12	
8746	9967	3	
7096	9968	6	
2283	9969	13	
1517	9970	12	
1771	9971	15	
5960	9972	1	
5813	9973	2	
144	9974	11	
6965	9975	1	
3801	9976	5	
5302	9977	16	
169	9978	21	
1701	9979	5	
6555	9980	18	
8861	9981	18	
2436	9982	6	
1698	9983	5	
4139	9984	7	
3829	9985	7	
2436	9986	4	
2168	9987	15	
8138	9988	13	
1349	9989	24	
6723	9990	1	
9071	9991	2	
1739	9992	25	
7799	9993	5	
7984	9994	4	
1900	9995	10	
7853	9996	6	
1645	9997	16	
7766	9998	7	
6063	9999	11	

cost:125328
Time: 3181.151123ms
