u	v	w
355	4831	12	
4144	4832	4	
926	4833	10	
6486	4834	32	
1461	4835	10	
6195	4836	17	
3199	4837	16	
1127	4838	13	
8730	4839	6	
8068	4840	8	
6274	4841	6	
916	4842	16	
5902	4843	10	
8881	4844	10	
3330	4845	4	
8859	4846	21	
6	4847	5	
9555	4848	10	
7748	4849	5	
8940	4850	4	
1993	4851	16	
5708	4852	5	
744	4853	9	
9771	4854	7	
5189	4855	11	
372	4856	7	
5875	4857	1	
7553	4858	17	
4009	4859	8	
8110	4860	19	
8552	4861	2	
5232	4862	16	
8492	4863	18	
5558	4864	11	
1383	4865	41	
4738	4866	15	
9430	4867	9	
1445	4868	14	
7933	4869	13	
2567	4870	17	
7478	4871	2	
8810	4872	8	
1771	4873	22	
1986	4874	12	
7477	4875	8	
2529	4876	15	
7540	4877	37	
3071	4878	2	
4490	4879	9	
3208	4880	1	
911	4881	1	
3205	4882	16	
4220	4883	18	
1651	4884	5	
661	4885	7	
6359	4886	2	
7705	4887	25	
6917	4888	10	
3794	4889	17	
3309	4890	6	
9131	4891	7	
4343	4892	5	
8250	4893	4	
6733	4894	3	
364	4895	28	
8937	4896	22	
222	4897	7	
4702	4898	14	
1512	4899	23	
4779	4900	9	
3114	4901	18	
601	4902	11	
6102	4903	2	
4059	4904	4	
6300	4905	3	
6097	4906	9	
4373	4907	10	
2938	4908	7	
9623	4909	9	
5193	4910	11	
7759	4911	17	
8239	4912	10	
268	4913	32	
1242	4914	2	
532	4915	14	
909	4916	18	
9363	4917	18	
5832	4918	4	
2715	4919	19	
4546	4920	3	
3299	4921	2	
6421	4922	15	
5539	4923	15	
5530	4924	12	
3971	4925	14	
3223	4926	1	
4351	4927	15	
9376	4928	11	
2974	4929	11	
5454	4930	3	
3528	4931	2	
6408	4932	7	
9149	4933	11	
7014	4934	12	
2553	4935	11	
3391	4936	13	
381	4937	19	
6598	4938	4	
329	4939	12	
3005	4940	19	
7566	4941	11	
6915	4942	8	
1001	4943	8	
1487	4944	29	
8375	4945	13	
7391	4946	3	
3630	4947	28	
6898	4948	6	
8628	4949	2	
6090	4950	7	
4384	4951	22	
3806	4952	7	
7741	4953	13	
1904	4954	3	
5289	4955	3	
5638	4956	3	
9558	4957	11	
1420	4958	10	
892	4959	4	
1779	4960	8	
9009	4961	24	
5860	4962	9	
1752	4963	17	
6305	4964	24	
9064	4965	10	
5188	4966	16	
22	4967	4	
206	4968	30	
5935	4969	11	
4417	4970	39	
5013	4971	4	
6048	4972	14	
3548	4973	18	
6795	4974	2	
4768	4975	3	
8658	4976	3	
9183	4977	20	
5076	4978	19	
8269	4979	4	
6908	4980	12	
3127	4981	11	
5599	4982	4	
4248	4983	13	
3404	4984	3	
2090	4985	1	
2167	4986	11	
6179	4987	2	
997	4988	5	
7471	4989	11	
6195	4990	14	
2719	4991	9	
3348	4992	9	
5887	4993	5	
3305	4994	24	
5363	4995	9	
3912	4996	10	
8400	4997	19	
9198	4998	9	
4921	4999	15	
692	5000	6	
2741	5001	9	
3940	5002	6	
2224	5003	22	
2863	5004	7	
1714	5005	16	
9241	5006	19	
7846	5007	10	
9599	5008	6	
430	5009	22	
4794	5010	31	
8583	5011	22	
5530	5012	10	
2903	5013	5	
9761	5014	3	
27	5015	2	
2681	5016	18	
8156	5017	6	
3947	5018	12	
1694	5019	17	
6723	5020	28	
5253	5021	15	
7882	5022	15	
8502	5023	7	
1758	5024	8	
8319	5025	19	
8498	5026	9	
6807	5027	17	
5548	5028	3	
5473	5029	28	
2232	5030	1	
8195	5031	2	
2414	5032	12	
752	5033	9	
6186	5034	20	
2613	5035	4	
4174	5036	1	
2768	5037	7	
1953	5038	5	
4572	5039	23	
3759	5040	8	
5808	5041	16	
3164	5042	2	
659	5043	15	
9694	5044	9	
9981	5045	1	
8461	5046	10	
5635	5047	18	
7024	5048	7	
1085	5049	17	
6331	5050	11	
2950	5051	4	
424	5052	17	
3411	5053	5	
4894	5054	23	
9654	5055	6	
4534	5056	23	
4891	5057	10	
2726	5058	8	
6948	5059	18	
5715	5060	8	
2224	5061	10	
203	5062	3	
6155	5063	16	
6996	5064	11	
6622	5065	7	
3061	5066	4	
3119	5067	9	
6426	5068	4	
1548	5069	28	
2714	5070	9	
4707	5071	8	
1135	5072	10	
6071	5073	18	
8016	5074	4	
1798	5075	15	
5572	5076	4	
7560	5077	5	
6316	5078	9	
4761	5079	21	
7957	5080	10	
324	5081	18	
7264	5082	7	
9075	5083	7	
8350	5084	29	
9582	5085	7	
9781	5086	18	
8894	5087	6	
614	5088	1	
6031	5089	1	
3504	5090	6	
5470	5091	1	
9585	5092	3	
9559	5093	22	
1180	5094	5	
4950	5095	32	
4249	5096	8	
2354	5097	13	
6888	5098	11	
1358	5099	5	
7809	5100	17	
2851	5101	10	
1568	5102	11	
3072	5103	8	
4296	5104	27	
4307	5105	3	
2966	5106	7	
5540	5107	17	
598	5108	6	
3687	5109	22	
8469	5110	3	
1560	5111	12	
9358	5112	56	
6795	5113	21	
7157	5114	7	
360	5115	15	
6920	5116	24	
6200	5117	5	
7229	5118	18	
8447	5119	24	
2713	5120	11	
6965	5121	5	
9824	5122	12	
7999	5123	15	
1007	5124	8	
5530	5125	29	
8287	5126	6	
5123	5127	36	
1556	5128	15	
8679	5129	8	
7927	5130	7	
957	5131	2	
2890	5132	12	
8625	5133	5	
5453	5134	15	
6417	5135	4	
8077	5136	8	
6026	5137	5	
3510	5138	11	
3819	5139	10	
3467	5140	8	
4211	5141	15	
3265	5142	3	
3699	5143	10	
7507	5144	4	
9222	5145	10	
894	5146	5	
573	5147	8	
7222	5148	2	
5775	5149	3	
9442	5150	18	
6579	5151	9	
8706	5152	9	
5584	5153	2	
6839	5154	10	
4402	5155	6	
4451	5156	1	
544	5157	1	
8810	5158	4	
4138	5159	7	
2798	5160	17	
3735	5161	9	
5471	5162	8	
7195	5163	1	
1306	5164	17	
5926	5165	6	
6771	5166	13	
2739	5167	2	
1302	5168	12	
7178	5169	9	
4005	5170	22	
7447	5171	37	
3381	5172	13	
533	5173	20	
1149	5174	18	
1759	5175	4	
4840	5176	54	
9311	5177	10	
445	5178	5	
4896	5179	29	
3581	5180	23	
1172	5181	11	
1472	5182	1	
686	5183	2	
2046	5184	6	
3647	5185	2	
1957	5186	7	
1539	5187	5	
4889	5188	14	
7460	5189	8	
4648	5190	8	
4337	5191	18	
2494	5192	10	
6458	5193	17	
3399	5194	14	
1154	5195	9	
3451	5196	22	
9482	5197	3	
5340	5198	12	
3338	5199	2	
5144	5200	10	
661	5201	15	
2382	5202	32	
4816	5203	22	
9901	5204	6	
7270	5205	11	
5926	5206	3	
9134	5207	11	
4206	5208	15	
1957	5209	6	
3563	5210	11	
2714	5211	21	
8973	5212	6	
1541	5213	21	
4405	5214	1	
8640	5215	17	
7264	5216	4	
4476	5217	20	
5997	5218	2	
6609	5219	2	
7557	5220	16	
6518	5221	13	
2827	5222	36	
7549	5223	13	
7640	5224	6	
7912	5225	11	
1525	5226	7	
6448	5227	18	
4955	5228	4	
1796	5229	16	
7166	5230	4	
2613	5231	5	
3470	5232	16	
2414	5233	18	
3248	5234	5	
1745	5235	10	
5453	5236	10	
1170	5237	17	
3985	5238	2	
8834	5239	30	
3158	5240	19	
2030	5241	11	
3053	5242	15	
2874	5243	4	
7044	5244	29	
469	5245	15	
9002	5246	1	
8045	5247	34	
5344	5248	14	
7896	5249	11	
4497	5250	28	
7754	5251	4	
4051	5252	16	
5265	5253	13	
2369	5254	15	
7678	5255	7	
7594	5256	1	
7792	5257	13	
2433	5258	16	
4769	5259	22	
4665	5260	6	
8073	5261	26	
1364	5262	8	
3983	5263	4	
3635	5264	10	
7922	5265	9	
4289	5266	15	
7784	5267	13	
3834	5268	8	
9484	5269	14	
7194	5270	8	
1907	5271	3	
2106	5272	13	
761	5273	13	
5228	5274	27	
9294	5275	22	
6699	5276	6	
8544	5277	21	
4449	5278	14	
3334	5279	14	
6436	5280	7	
3113	5281	7	
8673	5282	24	
6973	5283	26	
1066	5284	12	
5134	5285	19	
1304	5286	9	
1852	5287	9	
8219	5288	10	
7529	5289	6	
2312	5290	25	
5153	5291	1	
9726	5292	20	
6358	5293	2	
8806	5294	30	
5038	5295	8	
6302	5296	20	
5757	5297	16	
6965	5298	13	
1218	5299	4	
7439	5300	2	
1339	5301	5	
5875	5302	4	
9567	5303	2	
5926	5304	3	
430	5305	1	
899	5306	9	
6768	5307	16	
9184	5308	3	
4049	5309	15	
2624	5310	20	
536	5311	21	
980	5312	3	
7897	5313	5	
8474	5314	4	
2855	5315	36	
1810	5316	5	
1777	5317	6	
618	5318	15	
3941	5319	13	
2554	5320	12	
6777	5321	13	
2849	5322	7	
1333	5323	2	
6251	5324	2	
6834	5325	28	
4941	5326	17	
393	5327	5	
163	5328	12	
7110	5329	1	
5132	5330	10	
3983	5331	25	
9547	5332	55	
6678	5333	3	
9650	5334	21	
9476	5335	27	
5140	5336	7	
2871	5337	2	
2835	5338	5	
7330	5339	34	
3249	5340	2	
577	5341	18	
6739	5342	2	
4888	5343	6	
1810	5344	6	
6836	5345	12	
3022	5346	20	
2357	5347	5	
2374	5348	23	
8587	5349	17	
236	5350	20	
2354	5351	6	
8785	5352	13	
5407	5353	1	
8142	5354	42	
6678	5355	13	
7285	5356	4	
248	5357	6	
2376	5358	28	
3617	5359	1	
5965	5360	11	
6663	5361	1	
1882	5362	30	
1256	5363	8	
587	5364	14	
1816	5365	8	
2361	5366	8	
4804	5367	14	
1613	5368	31	
9661	5369	30	
6490	5370	11	
3543	5371	11	
6725	5372	7	
1719	5373	9	
441	5374	6	
8126	5375	2	
8820	5376	12	
936	5377	24	
9769	5378	14	
353	5379	16	
9435	5380	1	
737	5381	9	
6509	5382	6	
1491	5383	15	
746	5384	8	
9039	5385	14	
3254	5386	9	
1083	5387	28	
1309	5388	4	
1692	5389	25	
5855	5390	6	
9421	5391	9	
4872	5392	13	
411	5393	2	
2306	5394	4	
1888	5395	8	
2962	5396	8	
636	5397	2	
9813	5398	1	
6797	5399	9	
4250	5400	18	
2400	5401	7	
5268	5402	3	
2480	5403	9	
9756	5404	33	
8605	5405	9	
1597	5406	4	
3104	5407	1	
5897	5408	20	
6846	5409	2	
9336	5410	20	
420	5411	16	
8204	5412	27	
6714	5413	13	
3071	5414	17	
8984	5415	5	
7145	5416	17	
7250	5417	4	
8044	5418	5	
3607	5419	19	
3457	5420	13	
7798	5421	16	
3036	5422	12	
7051	5423	7	
7723	5424	15	
5935	5425	11	
9582	5426	9	
585	5427	26	
7565	5428	13	
6535	5429	1	
4827	5430	12	
6836	5431	20	
9433	5432	1	
891	5433	27	
7205	5434	28	
1088	5435	7	
6399	5436	1	
4047	5437	18	
7666	5438	14	
6830	5439	7	
4298	5440	12	
1991	5441	26	
553	5442	6	
7333	5443	12	
8040	5444	10	
1092	5445	17	
8292	5446	13	
1113	5447	7	
1831	5448	1	
5579	5449	4	
57	5450	8	
5374	5451	23	
1956	5452	3	
3157	5453	16	
348	5454	8	
3419	5455	12	
5718	5456	8	
5744	5457	9	
8697	5458	35	
5773	5459	10	
2508	5460	5	
8299	5461	12	
9846	5462	10	
2025	5463	7	
8281	5464	9	
836	5465	14	
625	5466	4	
2067	5467	49	
982	5468	27	
1270	5469	8	
2278	5470	7	
5827	5471	8	
5162	5472	2	
7602	5473	17	
3402	5474	15	
6474	5475	7	
4215	5476	8	
3020	5477	18	
9146	5478	14	
4442	5479	10	
5141	5480	20	
7654	5481	9	
806	5482	1	
7718	5483	5	
2121	5484	11	
6301	5485	24	
4995	5486	18	
5204	5487	16	
3143	5488	11	
554	5489	16	
3423	5490	8	
6343	5491	13	
5992	5492	1	
757	5493	9	
8932	5494	1	
9232	5495	26	
6517	5496	17	
8510	5497	13	
7882	5498	23	
1941	5499	6	
3171	5500	7	
6478	5501	13	
7298	5502	13	
4797	5503	12	
4999	5504	7	
9698	5505	9	
2308	5506	16	
3324	5507	22	
6853	5508	11	
6729	5509	13	
3992	5510	4	
1838	5511	14	
7829	5512	26	
8872	5513	18	
5704	5514	5	
8950	5515	5	
2190	5516	20	
6913	5517	21	
9033	5518	9	
7723	5519	6	
1792	5520	9	
8587	5521	3	
5674	5522	4	
4593	5523	22	
507	5524	1	
4354	5525	34	
1819	5526	5	
8829	5527	13	
1891	5528	4	
9867	5529	17	
4602	5530	4	
2862	5531	16	
3460	5532	8	
2601	5533	20	
4330	5534	22	
1923	5535	13	
9039	5536	15	
1745	5537	34	
4265	5538	3	
8474	5539	6	
3813	5540	4	
6690	5541	15	
5181	5542	11	
2364	5543	7	
5750	5544	26	
3665	5545	5	
1472	5546	1	
3822	5547	14	
6774	5548	20	
7356	5549	10	
31	5550	21	
9409	5551	4	
7765	5552	14	
5563	5553	66	
7473	5554	22	
307	5555	7	
2639	5556	9	
4173	5557	11	
3417	5558	1	
6476	5559	10	
3995	5560	12	
2341	5561	40	
3802	5562	13	
3936	5563	15	
6766	5564	1	
4282	5565	11	
2689	5566	7	
3446	5567	3	
4796	5568	16	
2871	5569	33	
5999	5570	7	
4461	5571	24	
8472	5572	14	
1631	5573	15	
5852	5574	9	
1681	5575	4	
6962	5576	11	
1511	5577	29	
4278	5578	6	
4742	5579	4	
464	5580	5	
7341	5581	21	
6264	5582	1	
2133	5583	6	
5688	5584	24	
9909	5585	4	
7545	5586	20	
4507	5587	8	
1882	5588	5	
377	5589	29	
9922	5590	17	
3120	5591	7	
471	5592	15	
4528	5593	19	
7739	5594	21	
2515	5595	19	
8519	5596	9	
3825	5597	3	
2384	5598	28	
5249	5599	26	
3990	5600	11	
9433	5601	4	
3124	5602	1	
7668	5603	8	
960	5604	26	
1751	5605	9	
9022	5606	15	
6806	5607	7	
2983	5608	8	
5975	5609	18	
6285	5610	42	
432	5611	8	
4316	5612	15	
3704	5613	5	
8685	5614	18	
4380	5615	13	
4933	5616	28	
8168	5617	21	
2127	5618	8	
7391	5619	9	
337	5620	4	
306	5621	29	
9557	5622	11	
4634	5623	22	
5343	5624	5	
11	5625	13	
6485	5626	15	
8828	5627	4	
7166	5628	2	
1929	5629	15	
1847	5630	13	
7399	5631	14	
2942	5632	14	
5264	5633	13	
8123	5634	15	
986	5635	9	
4505	5636	8	
8843	5637	5	
9300	5638	7	
6508	5639	4	
9006	5640	15	
4560	5641	9	
5432	5642	7	
2331	5643	2	
5038	5644	1	
9667	5645	10	
8416	5646	13	
8276	5647	10	
2153	5648	7	
7828	5649	75	
8630	5650	28	
645	5651	11	
5161	5652	2	
4192	5653	15	
2655	5654	2	
5727	5655	22	
5956	5656	10	
9627	5657	8	
7785	5658	14	
1891	5659	10	
8221	5660	18	
8253	5661	13	
343	5662	6	
7759	5663	4	
1648	5664	20	
7393	5665	12	
8314	5666	1	
8588	5667	29	
711	5668	25	
6743	5669	32	
8796	5670	3	
3630	5671	6	
664	5672	18	
1615	5673	12	
608	5674	12	
9412	5675	9	
8379	5676	7	
9053	5677	14	
4456	5678	14	
8117	5679	16	
5791	5680	2	
687	5681	7	
5833	5682	4	
5293	5683	14	
2152	5684	13	
6093	5685	10	
5178	5686	5	
5768	5687	9	
9645	5688	24	
3382	5689	8	
8895	5690	16	
14	5691	17	
6094	5692	6	
7206	5693	3	
9403	5694	12	
5844	5695	11	
2206	5696	12	
6781	5697	1	
3881	5698	3	
6475	5699	35	
5021	5700	10	
4928	5701	1	
3056	5702	3	
1766	5703	25	
4645	5704	5	
8311	5705	5	
6586	5706	15	
9149	5707	11	
3771	5708	1	
2929	5709	7	
551	5710	13	
6658	5711	6	
6795	5712	16	
1723	5713	14	
7070	5714	28	
8081	5715	4	
1506	5716	5	
9092	5717	12	
2590	5718	13	
9771	5719	11	
2872	5720	12	
7493	5721	13	
8614	5722	10	
6740	5723	20	
4392	5724	20	
6957	5725	2	
7324	5726	3	
5654	5727	13	
5038	5728	13	
4421	5729	16	
9099	5730	27	
941	5731	48	
532	5732	7	
3807	5733	14	
6564	5734	16	
9498	5735	13	
4519	5736	10	
8607	5737	14	
3350	5738	15	
9006	5739	29	
7502	5740	10	
4937	5741	23	
2037	5742	37	
3760	5743	13	
1307	5744	3	
1349	5745	10	
7247	5746	2	
8190	5747	6	
2110	5748	15	
484	5749	7	
4480	5750	15	
6878	5751	4	
795	5752	5	
2817	5753	1	
2686	5754	4	
9664	5755	14	
4265	5756	31	
6976	5757	18	
9625	5758	11	
1871	5759	8	
2726	5760	20	
5743	5761	6	
3147	5762	1	
2360	5763	8	
1472	5764	7	
3175	5765	4	
6089	5766	28	
3603	5767	12	
6427	5768	13	
6697	5769	16	
6327	5770	3	
1895	5771	5	
6283	5772	8	
3155	5773	16	
4836	5774	1	
7539	5775	8	
4423	5776	10	
3587	5777	9	
3732	5778	8	
6260	5779	9	
911	5780	6	
6928	5781	39	
7571	5782	8	
5343	5783	4	
3057	5784	13	
9069	5785	7	
4366	5786	14	
385	5787	7	
559	5788	15	
6635	5789	9	
4845	5790	1	
3520	5791	17	
1351	5792	3	
8813	5793	6	
1438	5794	4	
9867	5795	10	
6803	5796	13	
4802	5797	10	
2275	5798	14	
1607	5799	14	
129	5800	11	
8375	5801	5	
1680	5802	1	
176	5803	6	
6654	5804	5	
5510	5805	21	
2653	5806	42	
9725	5807	9	
8308	5808	8	
5986	5809	18	
7256	5810	9	
8171	5811	9	
3113	5812	25	
1860	5813	10	
2857	5814	18	
7930	5815	18	
4901	5816	2	
5488	5817	13	
9232	5818	13	
9267	5819	31	
6343	5820	65	
7886	5821	14	
1841	5822	10	
9656	5823	3	
475	5824	4	
4256	5825	6	
753	5826	9	
7155	5827	6	
6903	5828	36	
4322	5829	7	
498	5830	13	
4129	5831	12	
3964	5832	11	
7753	5833	18	
5824	5834	17	
1965	5835	14	
2800	5836	22	
2232	5837	5	
9475	5838	31	
5761	5839	15	
8182	5840	5	
7313	5841	9	
4988	5842	5	
5440	5843	28	
3277	5844	16	
6802	5845	5	
9818	5846	33	
6184	5847	5	
9296	5848	20	
5210	5849	5	
8438	5850	5	
3077	5851	20	
227	5852	8	
9786	5853	27	
9963	5854	20	
427	5855	9	
6789	5856	7	
4862	5857	16	
6689	5858	30	
2769	5859	10	
6096	5860	14	
1701	5861	15	
1961	5862	14	
950	5863	9	
5690	5864	18	
5460	5865	36	
7560	5866	2	
645	5867	18	
9913	5868	5	
2227	5869	7	
1165	5870	30	
9685	5871	1	
6272	5872	9	
6157	5873	15	
6756	5874	3	
8074	5875	7	
3323	5876	6	
9185	5877	7	
8641	5878	11	
4302	5879	26	
9122	5880	2	
3020	5881	3	
8630	5882	18	
5143	5883	10	
2403	5884	3	
1467	5885	3	
8482	5886	36	
4163	5887	7	
3626	5888	3	
3867	5889	7	
9127	5890	9	
7378	5891	10	
8515	5892	1	
2441	5893	13	
4512	5894	4	
905	5895	8	
8904	5896	19	
9461	5897	14	
2150	5898	10	
1503	5899	7	
456	5900	21	
2795	5901	7	
9885	5902	4	
3945	5903	17	
8260	5904	32	
2277	5905	31	
1730	5906	12	
6455	5907	7	
5893	5908	7	
4345	5909	6	
3063	5910	22	
8858	5911	18	
8764	5912	8	
5381	5913	7	
5306	5914	1	
3227	5915	16	
8754	5916	21	
5998	5917	8	
9981	5918	21	
5854	5919	4	
5316	5920	5	
2216	5921	20	
4397	5922	3	
7752	5923	12	
9484	5924	31	
7853	5925	19	
8670	5926	2	
5344	5927	9	
4375	5928	4	
7439	5929	12	
8433	5930	22	
5908	5931	6	
7559	5932	12	
3581	5933	12	
2203	5934	9	
3457	5935	7	
1704	5936	15	
8778	5937	11	
8321	5938	16	
5522	5939	16	
7418	5940	12	
1047	5941	5	
4736	5942	13	
7378	5943	18	
3469	5944	21	
4214	5945	12	
4127	5946	4	
7405	5947	10	
7307	5948	6	
3154	5949	18	
211	5950	32	
4560	5951	1	
5299	5952	20	
3305	5953	11	
2425	5954	44	
5445	5955	3	
3415	5956	8	
6083	5957	7	
6470	5958	3	
3762	5959	11	
5922	5960	3	
6375	5961	1	
1716	5962	4	
7402	5963	11	
3994	5964	2	
2464	5965	10	
3467	5966	17	
4499	5967	10	
2747	5968	13	
4062	5969	18	
6062	5970	12	
992	5971	15	
8413	5972	5	
2502	5973	4	
6388	5974	10	
9755	5975	16	
4796	5976	19	
4257	5977	5	
543	5978	5	
4403	5979	5	
436	5980	11	
8550	5981	12	
2915	5982	18	
4251	5983	24	
6054	5984	6	
238	5985	31	
2446	5986	9	
4662	5987	4	
6032	5988	2	
2382	5989	1	
8161	5990	18	
4063	5991	21	
7973	5992	13	
7844	5993	8	
7200	5994	14	
2794	5995	19	
4529	5996	23	
572	5997	10	
909	5998	20	
4593	5999	4	
1678	6000	23	
4200	6001	4	
6705	6002	10	
3220	6003	1	
185	6004	24	
3983	6005	9	
3909	6006	17	
4635	6007	15	
9951	6008	15	
1639	6009	11	
9335	6010	43	
1583	6011	19	
5340	6012	5	
927	6013	4	
494	6014	7	
4368	6015	16	
8094	6016	4	
5657	6017	4	
1552	6018	2	
22	6019	11	
8410	6020	20	
3669	6021	1	
4256	6022	13	
9163	6023	5	
4057	6024	17	
1816	6025	12	
416	6026	10	
1635	6027	23	
5826	6028	16	
3148	6029	5	
2133	6030	14	
5912	6031	22	
4712	6032	17	
8439	6033	28	
7413	6034	8	
3331	6035	10	
7678	6036	1	
2130	6037	12	
8495	6038	17	
4001	6039	10	
712	6040	13	
3778	6041	17	
2237	6042	3	
7987	6043	25	
5854	6044	8	
1986	6045	23	
6166	6046	16	
4537	6047	32	
9347	6048	6	
9139	6049	22	
9419	6050	5	
7315	6051	37	
2607	6052	7	
2832	6053	22	
6009	6054	3	
5877	6055	13	
943	6056	14	
3915	6057	10	
1290	6058	6	
8081	6059	12	
913	6060	8	
8779	6061	16	
7415	6062	11	
4602	6063	3	
6552	6064	25	
5632	6065	5	
7797	6066	34	
6752	6067	11	
8386	6068	5	
4540	6069	5	
318	6070	2	
8205	6071	12	
977	6072	16	
609	6073	17	
8006	6074	3	
737	6075	9	
1848	6076	1	
4744	6077	22	
6840	6078	20	
642	6079	13	
8874	6080	27	
8473	6081	19	
6955	6082	8	
8078	6083	9	
2481	6084	15	
8867	6085	5	
5097	6086	12	
1027	6087	3	
7988	6088	11	
8187	6089	29	
1124	6090	1	
1126	6091	1	
9789	6092	19	
3766	6093	5	
1824	6094	4	
1132	6095	4	
6464	6096	11	
850	6097	2	
3579	6098	4	
3124	6099	10	
6717	6100	11	
3542	6101	12	
8271	6102	8	
928	6103	13	
1265	6104	13	
1205	6105	15	
7542	6106	33	
7029	6107	19	
2410	6108	4	
7881	6109	23	
2166	6110	20	
7827	6111	1	
5146	6112	15	
6887	6113	4	
3801	6114	11	
9379	6115	3	
9885	6116	13	
9937	6117	13	
2036	6118	3	
1736	6119	14	
1283	6120	7	
5031	6121	22	
40	6122	18	
4655	6123	16	
1430	6124	9	
9633	6125	18	
6755	6126	5	
7766	6127	7	
7536	6128	14	
2519	6129	10	
1861	6130	5	
6660	6131	12	
9165	6132	15	
2307	6133	6	
3514	6134	11	
6803	6135	8	
3404	6136	1	
9731	6137	14	
6591	6138	7	
1409	6139	6	
9323	6140	13	
6827	6141	5	
7424	6142	2	
5892	6143	1	
1683	6144	21	
8612	6145	15	
2324	6146	17	
5172	6147	12	
9482	6148	28	
5479	6149	25	
8025	6150	9	
3412	6151	12	
3406	6152	26	
9785	6153	13	
4285	6154	3	
3067	6155	8	
2508	6156	2	
2834	6157	7	
7365	6158	60	
3347	6159	10	
9122	6160	12	
7358	6161	12	
3760	6162	27	
2511	6163	11	
6354	6164	3	
7018	6165	3	
4227	6166	5	
3949	6167	6	
6496	6168	11	
5769	6169	24	
8389	6170	1	
3028	6171	19	
1444	6172	2	
8704	6173	14	
7454	6174	14	
9760	6175	18	
5727	6176	15	
717	6177	8	
8101	6178	6	
997	6179	12	
195	6180	10	
4520	6181	25	
5609	6182	29	
5831	6183	4	
9543	6184	3	
8787	6185	10	
9933	6186	10	
4628	6187	22	
1929	6188	27	
3489	6189	1	
9100	6190	3	
3546	6191	1	
8409	6192	14	
4746	6193	11	
113	6194	4	
6193	6195	11	
428	6196	1	
2333	6197	5	
6175	6198	2	
4210	6199	14	
3756	6200	9	
4538	6201	15	
4435	6202	16	
4683	6203	29	
7208	6204	7	
9960	6205	20	
8447	6206	3	
1081	6207	18	
5804	6208	15	
8234	6209	15	
75	6210	13	
8609	6211	32	
7179	6212	12	
3205	6213	20	
1258	6214	21	
690	6215	13	
8228	6216	15	
7793	6217	6	
2304	6218	10	
8203	6219	41	
437	6220	9	
2891	6221	5	
9614	6222	13	
1743	6223	4	
4029	6224	10	
8863	6225	16	
2421	6226	10	
6180	6227	19	
5917	6228	11	
1527	6229	3	
4698	6230	9	
1237	6231	5	
5713	6232	5	
2817	6233	1	
8926	6234	9	
3411	6235	20	
8946	6236	15	
4056	6237	32	
6329	6238	27	
8890	6239	18	
9110	6240	14	
3908	6241	8	
2227	6242	2	
5520	6243	11	
8955	6244	6	
138	6245	43	
9137	6246	20	
5217	6247	17	
3575	6248	9	
8872	6249	25	
114	6250	50	
2584	6251	2	
568	6252	16	
8169	6253	3	
2781	6254	6	
7206	6255	4	
4987	6256	3	
1160	6257	6	
7414	6258	14	
6757	6259	9	
418	6260	9	
2199	6261	9	
4486	6262	11	
256	6263	22	
6574	6264	5	
7332	6265	40	
5380	6266	6	
6946	6267	12	
1271	6268	9	
317	6269	28	
901	6270	19	
5665	6271	26	
1224	6272	12	
4035	6273	13	
3982	6274	1	
939	6275	6	
9209	6276	17	
6304	6277	2	
4111	6278	1	
2836	6279	6	
7040	6280	68	
2994	6281	10	
4141	6282	8	
760	6283	2	
5579	6284	2	
6000	6285	28	
2599	6286	3	
507	6287	2	
5646	6288	15	
3623	6289	12	
7600	6290	19	
6743	6291	2	
9966	6292	1	
9785	6293	9	
7770	6294	16	
642	6295	26	
468	6296	2	
3611	6297	25	
7910	6298	8	
9707	6299	10	
9674	6300	2	
2237	6301	5	
6899	6302	13	
7089	6303	12	
876	6304	12	
4006	6305	19	
5417	6306	2	
4018	6307	26	
8725	6308	4	
8760	6309	7	
758	6310	23	
7911	6311	45	
7329	6312	1	
7973	6313	5	
909	6314	13	
1258	6315	4	
7164	6316	13	
6715	6317	5	
1728	6318	10	
6252	6319	11	
2978	6320	9	
4086	6321	5	
5436	6322	1	
6986	6323	19	
2213	6324	14	
7599	6325	13	
7	6326	21	
5031	6327	5	
1103	6328	6	
7701	6329	8	
1290	6330	7	
8198	6331	2	
3068	6332	17	
3807	6333	23	
3009	6334	2	
4676	6335	14	
7455	6336	29	
9699	6337	14	
4836	6338	13	
3953	6339	15	
3243	6340	5	
4204	6341	19	
5566	6342	3	
5289	6343	13	
4360	6344	22	
2788	6345	8	
1682	6346	8	
2742	6347	26	
3867	6348	28	
1831	6349	12	
6301	6350	19	
5411	6351	3	
7171	6352	23	
9736	6353	12	
282	6354	3	
5072	6355	23	
5675	6356	15	
3912	6357	35	
9086	6358	3	
7787	6359	4	
2774	6360	11	
9218	6361	3	
6544	6362	10	
5293	6363	7	
1243	6364	13	
5835	6365	3	
7332	6366	7	
9477	6367	7	
1022	6368	15	
3514	6369	1	
9107	6370	9	
2511	6371	3	
4479	6372	16	
3216	6373	6	
804	6374	12	
4072	6375	10	
3703	6376	19	
6871	6377	28	
7771	6378	8	
9379	6379	13	
9061	6380	12	
2601	6381	21	
8536	6382	5	
1869	6383	21	
4967	6384	20	
8524	6385	6	
9125	6386	3	
2854	6387	32	
6155	6388	10	
2863	6389	13	
8310	6390	10	
5866	6391	16	
7988	6392	11	
7777	6393	26	
5968	6394	2	
4886	6395	6	
7697	6396	9	
5218	6397	10	
4353	6398	1	
2847	6399	1	
1420	6400	12	
3414	6401	9	
7360	6402	21	
