u	v	w
3583	4831	13	
356	4832	12	
1303	4833	10	
927	4834	10	
6487	4835	32	
1462	4836	10	
6339	4837	13	
3200	4838	16	
1128	4839	13	
8731	4840	6	
8069	4841	8	
6275	4842	6	
917	4843	16	
5903	4844	10	
8882	4845	10	
3331	4846	4	
8860	4847	21	
7	4848	5	
9556	4849	10	
7749	4850	5	
8941	4851	4	
1994	4852	16	
5709	4853	5	
745	4854	9	
9772	4855	7	
5190	4856	11	
373	4857	7	
5876	4858	1	
7554	4859	17	
4010	4860	8	
8111	4861	19	
8553	4862	2	
5233	4863	16	
8493	4864	18	
5559	4865	11	
1384	4866	41	
4739	4867	15	
9431	4868	9	
1446	4869	14	
7934	4870	13	
2568	4871	17	
7479	4872	2	
9732	4873	1	
1772	4874	22	
1987	4875	12	
7478	4876	8	
2530	4877	15	
7541	4878	37	
3072	4879	2	
4491	4880	9	
3209	4881	1	
912	4882	1	
3206	4883	16	
4221	4884	18	
1652	4885	5	
662	4886	7	
6360	4887	2	
7706	4888	25	
6918	4889	10	
3795	4890	17	
3310	4891	6	
9132	4892	7	
4344	4893	5	
8811	4894	5	
6734	4895	3	
365	4896	28	
8938	4897	22	
223	4898	7	
4703	4899	14	
1513	4900	23	
4780	4901	9	
3115	4902	18	
602	4903	11	
6103	4904	2	
4060	4905	4	
6301	4906	3	
6098	4907	9	
4374	4908	10	
2939	4909	7	
9624	4910	9	
5194	4911	11	
7760	4912	17	
8240	4913	10	
269	4914	32	
1243	4915	2	
533	4916	14	
910	4917	18	
9364	4918	18	
9553	4919	1	
2716	4920	19	
4547	4921	3	
3300	4922	2	
6422	4923	15	
5540	4924	15	
5531	4925	12	
3972	4926	14	
3224	4927	1	
4352	4928	15	
9377	4929	11	
2975	4930	11	
5455	4931	3	
3529	4932	2	
6409	4933	7	
9150	4934	11	
7015	4935	12	
2554	4936	11	
3392	4937	13	
382	4938	19	
6599	4939	4	
330	4940	12	
3006	4941	19	
7567	4942	11	
6916	4943	8	
1002	4944	8	
1488	4945	29	
8376	4946	13	
7392	4947	3	
3631	4948	28	
6899	4949	6	
2111	4950	4	
6091	4951	7	
4385	4952	22	
3807	4953	7	
7742	4954	13	
1905	4955	3	
5290	4956	3	
5639	4957	3	
9559	4958	11	
1421	4959	10	
893	4960	4	
1780	4961	8	
9010	4962	24	
5861	4963	9	
1753	4964	17	
6306	4965	24	
4806	4966	4	
5189	4967	16	
23	4968	4	
207	4969	30	
5936	4970	11	
4418	4971	39	
5014	4972	4	
6049	4973	14	
3549	4974	18	
6796	4975	2	
4769	4976	3	
8659	4977	3	
9184	4978	20	
5077	4979	19	
8270	4980	4	
6909	4981	12	
3128	4982	11	
5600	4983	4	
4249	4984	13	
3405	4985	3	
2091	4986	1	
2168	4987	11	
6180	4988	2	
998	4989	5	
7472	4990	11	
6196	4991	14	
2720	4992	9	
9070	4993	6	
5888	4994	5	
3306	4995	24	
5364	4996	9	
3913	4997	10	
8401	4998	19	
9199	4999	9	
4922	5000	15	
693	5001	6	
2742	5002	9	
3941	5003	6	
2225	5004	22	
2864	5005	7	
1715	5006	16	
9242	5007	19	
7847	5008	10	
9600	5009	6	
431	5010	22	
4795	5011	31	
8584	5012	22	
5531	5013	10	
2904	5014	5	
9762	5015	3	
28	5016	2	
2682	5017	18	
8157	5018	6	
3948	5019	12	
1695	5020	17	
6724	5021	28	
5254	5022	15	
7883	5023	15	
8503	5024	7	
1759	5025	8	
8320	5026	19	
8499	5027	9	
6808	5028	17	
5549	5029	3	
5474	5030	28	
2233	5031	1	
8196	5032	2	
2415	5033	12	
753	5034	9	
6187	5035	20	
2614	5036	4	
4175	5037	1	
2769	5038	7	
1954	5039	5	
4573	5040	23	
3760	5041	8	
5809	5042	16	
3165	5043	2	
660	5044	15	
9695	5045	9	
9982	5046	1	
8462	5047	10	
5636	5048	18	
7025	5049	7	
1086	5050	17	
6332	5051	11	
2951	5052	4	
425	5053	17	
3412	5054	5	
4895	5055	23	
9655	5056	6	
4535	5057	23	
4892	5058	10	
2727	5059	8	
6949	5060	18	
5716	5061	8	
2225	5062	10	
204	5063	3	
6156	5064	16	
6997	5065	11	
6623	5066	7	
3062	5067	4	
3120	5068	9	
6427	5069	4	
1549	5070	28	
2715	5071	9	
4708	5072	8	
1136	5073	10	
6072	5074	18	
8017	5075	4	
1799	5076	15	
5573	5077	4	
7561	5078	5	
6317	5079	9	
4762	5080	21	
7958	5081	10	
325	5082	18	
7265	5083	7	
9076	5084	7	
8351	5085	29	
9583	5086	7	
9782	5087	18	
3803	5088	15	
615	5089	1	
6032	5090	1	
3505	5091	6	
5471	5092	1	
9586	5093	3	
9560	5094	22	
1181	5095	5	
4951	5096	32	
4250	5097	8	
2355	5098	13	
6889	5099	11	
1359	5100	5	
7810	5101	17	
2852	5102	10	
1569	5103	11	
3073	5104	8	
4297	5105	27	
4308	5106	3	
2967	5107	7	
5541	5108	17	
8615	5109	14	
3688	5110	22	
8470	5111	3	
1561	5112	12	
9359	5113	56	
6796	5114	21	
9711	5115	5	
361	5116	15	
6921	5117	24	
6201	5118	5	
7230	5119	18	
8448	5120	24	
2714	5121	11	
6966	5122	5	
9825	5123	12	
8000	5124	15	
6672	5125	2	
5531	5126	29	
8288	5127	6	
5124	5128	36	
1557	5129	15	
8680	5130	8	
7928	5131	7	
958	5132	2	
5331	5133	10	
8626	5134	5	
5454	5135	15	
6418	5136	4	
8078	5137	8	
6027	5138	5	
3511	5139	11	
3820	5140	10	
3468	5141	8	
5481	5142	20	
3266	5143	3	
3700	5144	10	
7508	5145	4	
9223	5146	10	
895	5147	5	
574	5148	8	
7223	5149	2	
5776	5150	3	
9443	5151	18	
6580	5152	9	
8707	5153	9	
5585	5154	2	
6840	5155	10	
4403	5156	6	
9065	5157	4	
545	5158	1	
8811	5159	4	
4139	5160	7	
2799	5161	17	
3736	5162	9	
5472	5163	8	
7196	5164	1	
1307	5165	17	
5927	5166	6	
6772	5167	13	
2740	5168	2	
8929	5169	15	
7179	5170	9	
4006	5171	22	
7448	5172	37	
3382	5173	13	
534	5174	20	
1150	5175	18	
1760	5176	4	
4841	5177	54	
9312	5178	10	
446	5179	5	
4897	5180	29	
3582	5181	23	
1173	5182	11	
1473	5183	1	
687	5184	2	
2047	5185	6	
3648	5186	2	
1958	5187	7	
1540	5188	5	
4890	5189	14	
7461	5190	8	
4649	5191	8	
4338	5192	18	
2495	5193	10	
6459	5194	17	
3400	5195	14	
1155	5196	9	
3452	5197	22	
9483	5198	3	
5341	5199	12	
3339	5200	2	
5145	5201	10	
662	5202	15	
2383	5203	32	
4817	5204	22	
9902	5205	6	
7271	5206	11	
5927	5207	3	
9135	5208	11	
8307	5209	12	
1958	5210	6	
3564	5211	11	
2715	5212	21	
8974	5213	6	
1542	5214	21	
4406	5215	1	
8641	5216	17	
7265	5217	4	
4477	5218	20	
5998	5219	2	
6610	5220	2	
7558	5221	16	
6519	5222	13	
2828	5223	36	
743	5224	12	
7641	5225	6	
7913	5226	11	
1526	5227	7	
6449	5228	18	
4956	5229	4	
1797	5230	16	
7167	5231	4	
2614	5232	5	
3471	5233	16	
2415	5234	18	
3249	5235	5	
1746	5236	10	
5454	5237	10	
1171	5238	17	
3986	5239	2	
7215	5240	16	
3159	5241	19	
7581	5242	6	
3054	5243	15	
2875	5244	4	
7045	5245	29	
470	5246	15	
9003	5247	1	
8046	5248	34	
5345	5249	14	
7897	5250	11	
4498	5251	28	
7755	5252	4	
4052	5253	16	
5266	5254	13	
2370	5255	15	
7679	5256	7	
7595	5257	1	
7793	5258	13	
2434	5259	16	
4770	5260	22	
4666	5261	6	
8074	5262	26	
6972	5263	20	
3984	5264	4	
3636	5265	10	
7923	5266	9	
2228	5267	1	
7785	5268	13	
3835	5269	8	
9485	5270	14	
7195	5271	8	
1908	5272	3	
2107	5273	13	
762	5274	13	
5229	5275	27	
9295	5276	22	
7287	5277	13	
8545	5278	21	
4450	5279	14	
3335	5280	14	
6437	5281	7	
3114	5282	7	
8674	5283	24	
6974	5284	26	
1067	5285	12	
5135	5286	19	
1305	5287	9	
1853	5288	9	
8220	5289	10	
7530	5290	6	
2313	5291	25	
5154	5292	1	
9727	5293	20	
6359	5294	2	
8807	5295	30	
5039	5296	8	
6303	5297	20	
5758	5298	16	
6966	5299	13	
1219	5300	4	
7440	5301	2	
1340	5302	5	
5876	5303	4	
9568	5304	2	
5927	5305	3	
431	5306	1	
900	5307	9	
6769	5308	16	
9185	5309	3	
4050	5310	15	
2625	5311	20	
537	5312	21	
981	5313	3	
7898	5314	5	
8475	5315	4	
2856	5316	36	
1811	5317	5	
1778	5318	6	
619	5319	15	
3942	5320	13	
2555	5321	12	
6778	5322	13	
2850	5323	7	
1334	5324	2	
6252	5325	2	
6835	5326	28	
4942	5327	17	
394	5328	5	
164	5329	12	
7111	5330	1	
500	5331	3	
3984	5332	25	
9548	5333	55	
6679	5334	3	
9651	5335	21	
9477	5336	27	
5141	5337	7	
2872	5338	2	
2836	5339	5	
7331	5340	34	
3250	5341	2	
578	5342	18	
6740	5343	2	
4889	5344	6	
1811	5345	6	
6837	5346	12	
3023	5347	20	
2358	5348	5	
2375	5349	23	
8588	5350	17	
237	5351	20	
2355	5352	6	
8786	5353	13	
5408	5354	1	
8143	5355	42	
6679	5356	13	
7286	5357	4	
249	5358	6	
2377	5359	28	
3618	5360	1	
5966	5361	11	
6664	5362	1	
1883	5363	30	
1257	5364	8	
588	5365	14	
1817	5366	8	
2362	5367	8	
4805	5368	14	
1614	5369	31	
9662	5370	30	
6491	5371	11	
3544	5372	11	
6726	5373	7	
1720	5374	9	
442	5375	6	
8127	5376	2	
8821	5377	12	
937	5378	24	
9770	5379	14	
354	5380	16	
9436	5381	1	
738	5382	9	
6510	5383	6	
1492	5384	15	
747	5385	8	
9040	5386	14	
3255	5387	9	
1084	5388	28	
1310	5389	4	
1693	5390	25	
5856	5391	6	
9422	5392	9	
4873	5393	13	
412	5394	2	
2307	5395	4	
1889	5396	8	
2963	5397	8	
637	5398	2	
9814	5399	1	
6798	5400	9	
4251	5401	18	
2401	5402	7	
5269	5403	3	
2481	5404	9	
9757	5405	33	
8606	5406	9	
249	5407	7	
3105	5408	1	
5898	5409	20	
6847	5410	2	
9337	5411	20	
421	5412	16	
8205	5413	27	
6715	5414	13	
3072	5415	17	
8985	5416	5	
7146	5417	17	
7251	5418	4	
8045	5419	5	
3608	5420	19	
3458	5421	13	
7799	5422	16	
3037	5423	12	
7052	5424	7	
7724	5425	15	
5936	5426	11	
9583	5427	9	
586	5428	26	
7566	5429	13	
6536	5430	1	
4828	5431	12	
6837	5432	20	
9434	5433	1	
892	5434	27	
7206	5435	28	
1089	5436	7	
6400	5437	1	
4048	5438	18	
3439	5439	9	
6831	5440	7	
4299	5441	12	
1992	5442	26	
554	5443	6	
7334	5444	12	
8041	5445	10	
1093	5446	17	
8293	5447	13	
1114	5448	7	
1832	5449	1	
5580	5450	4	
58	5451	8	
5375	5452	23	
1957	5453	3	
3158	5454	16	
349	5455	8	
3420	5456	12	
5719	5457	8	
5745	5458	9	
8698	5459	35	
5774	5460	10	
2509	5461	5	
8300	5462	12	
9710	5463	9	
2026	5464	7	
8282	5465	9	
837	5466	14	
626	5467	4	
2068	5468	49	
983	5469	27	
1271	5470	8	
2279	5471	7	
5828	5472	8	
5163	5473	2	
7603	5474	17	
3403	5475	15	
6475	5476	7	
4216	5477	8	
3021	5478	18	
9147	5479	14	
4443	5480	10	
408	5481	20	
7655	5482	9	
807	5483	1	
7719	5484	5	
2122	5485	11	
6302	5486	24	
4996	5487	18	
5205	5488	16	
3144	5489	11	
555	5490	16	
3424	5491	8	
6344	5492	13	
5993	5493	1	
758	5494	9	
8933	5495	1	
9233	5496	26	
6518	5497	17	
8511	5498	13	
7883	5499	23	
1942	5500	6	
3172	5501	7	
6479	5502	13	
7299	5503	13	
4798	5504	12	
5000	5505	7	
9699	5506	9	
2309	5507	16	
3325	5508	22	
6854	5509	11	
6730	5510	13	
3993	5511	4	
1839	5512	14	
7830	5513	26	
8873	5514	18	
5705	5515	5	
8951	5516	5	
2191	5517	20	
6914	5518	21	
9034	5519	9	
7724	5520	6	
1793	5521	9	
8588	5522	3	
5675	5523	4	
4594	5524	22	
508	5525	1	
4355	5526	34	
1820	5527	5	
8830	5528	13	
1892	5529	4	
9868	5530	17	
4603	5531	4	
2863	5532	16	
3461	5533	8	
2602	5534	20	
4331	5535	22	
1924	5536	13	
9040	5537	15	
1746	5538	34	
4266	5539	3	
8475	5540	6	
3814	5541	4	
6691	5542	15	
5182	5543	11	
2365	5544	7	
5751	5545	26	
3666	5546	5	
1473	5547	1	
3823	5548	14	
6775	5549	20	
7357	5550	10	
32	5551	21	
9410	5552	4	
7766	5553	14	
5564	5554	66	
7474	5555	22	
308	5556	7	
2640	5557	9	
4174	5558	11	
3418	5559	1	
6477	5560	10	
3996	5561	12	
2342	5562	40	
3803	5563	13	
3937	5564	15	
6767	5565	1	
4283	5566	11	
2690	5567	7	
3447	5568	3	
4797	5569	16	
2872	5570	33	
6000	5571	7	
4462	5572	24	
8473	5573	14	
1632	5574	15	
5853	5575	9	
1682	5576	4	
6963	5577	11	
1512	5578	29	
4279	5579	6	
4743	5580	4	
465	5581	5	
7342	5582	21	
6265	5583	1	
2134	5584	6	
5689	5585	24	
9910	5586	4	
7546	5587	20	
4508	5588	8	
1883	5589	5	
378	5590	29	
9923	5591	17	
3121	5592	7	
472	5593	15	
4529	5594	19	
7740	5595	21	
2516	5596	19	
8520	5597	9	
3826	5598	3	
2385	5599	28	
5250	5600	26	
3991	5601	11	
9434	5602	4	
3125	5603	1	
7669	5604	8	
961	5605	26	
1752	5606	9	
9023	5607	15	
6807	5608	7	
2984	5609	8	
5976	5610	18	
6286	5611	42	
433	5612	8	
4317	5613	15	
3705	5614	5	
8686	5615	18	
4381	5616	13	
4934	5617	28	
8169	5618	21	
7571	5619	9	
7392	5620	9	
338	5621	4	
307	5622	29	
9558	5623	11	
4635	5624	22	
5344	5625	5	
12	5626	13	
6486	5627	15	
8829	5628	4	
7167	5629	2	
1930	5630	15	
1848	5631	13	
7400	5632	14	
2943	5633	14	
5265	5634	13	
8124	5635	15	
987	5636	9	
4506	5637	8	
8844	5638	5	
9301	5639	7	
6509	5640	4	
9007	5641	15	
4561	5642	9	
5433	5643	7	
2332	5644	2	
5039	5645	1	
9668	5646	10	
8417	5647	13	
8277	5648	10	
1127	5649	8	
7829	5650	75	
8631	5651	28	
646	5652	11	
5162	5653	2	
4193	5654	15	
2656	5655	2	
5728	5656	22	
5957	5657	10	
9628	5658	8	
7786	5659	14	
1892	5660	10	
8222	5661	18	
8254	5662	13	
344	5663	6	
7760	5664	4	
1649	5665	20	
7394	5666	12	
8315	5667	1	
8589	5668	29	
712	5669	25	
6744	5670	32	
9686	5671	13	
3631	5672	6	
665	5673	18	
1616	5674	12	
609	5675	12	
9413	5676	9	
8380	5677	7	
9006	5678	13	
4457	5679	14	
8118	5680	16	
5792	5681	2	
688	5682	7	
5834	5683	4	
5294	5684	14	
2153	5685	13	
6094	5686	10	
5179	5687	5	
5769	5688	9	
9646	5689	24	
3383	5690	8	
8896	5691	16	
15	5692	17	
6095	5693	6	
7207	5694	3	
9404	5695	12	
5845	5696	11	
2207	5697	12	
6782	5698	1	
3882	5699	3	
6476	5700	35	
5022	5701	10	
4929	5702	1	
3057	5703	3	
1767	5704	25	
4646	5705	5	
8312	5706	5	
6587	5707	15	
9150	5708	11	
3772	5709	1	
2930	5710	7	
552	5711	13	
6659	5712	6	
6796	5713	16	
1724	5714	14	
7071	5715	28	
8082	5716	4	
1507	5717	5	
9093	5718	12	
4066	5719	4	
9772	5720	11	
2873	5721	12	
7494	5722	13	
8615	5723	10	
6741	5724	20	
4393	5725	20	
6958	5726	2	
262	5727	7	
5655	5728	13	
5039	5729	13	
4422	5730	16	
9100	5731	27	
942	5732	48	
533	5733	7	
3808	5734	14	
6565	5735	16	
9499	5736	13	
4520	5737	10	
8608	5738	14	
3351	5739	15	
9007	5740	29	
7503	5741	10	
4938	5742	23	
2038	5743	37	
3761	5744	13	
1308	5745	3	
1350	5746	10	
7248	5747	2	
8191	5748	6	
2111	5749	15	
485	5750	7	
4481	5751	15	
6879	5752	4	
796	5753	5	
2818	5754	1	
2687	5755	4	
9665	5756	14	
4266	5757	31	
6977	5758	18	
9626	5759	11	
1872	5760	8	
2727	5761	20	
5744	5762	6	
3148	5763	1	
2361	5764	8	
1473	5765	7	
3176	5766	4	
6090	5767	28	
3604	5768	12	
6428	5769	13	
6698	5770	16	
6328	5771	3	
1896	5772	5	
6284	5773	8	
3156	5774	16	
4837	5775	1	
7540	5776	8	
4424	5777	10	
3588	5778	9	
3733	5779	8	
6261	5780	9	
912	5781	6	
6929	5782	39	
7572	5783	8	
5344	5784	4	
3058	5785	13	
9070	5786	7	
4367	5787	14	
386	5788	7	
560	5789	15	
6636	5790	9	
4846	5791	1	
3521	5792	17	
1352	5793	3	
8814	5794	6	
1439	5795	4	
9868	5796	10	
6804	5797	13	
4803	5798	10	
2276	5799	14	
1608	5800	14	
130	5801	11	
8376	5802	5	
1681	5803	1	
177	5804	6	
6655	5805	5	
5511	5806	21	
2654	5807	42	
9726	5808	9	
353	5809	13	
5987	5810	18	
7257	5811	9	
8172	5812	9	
3114	5813	25	
1861	5814	10	
2858	5815	18	
7931	5816	18	
4902	5817	2	
5489	5818	13	
9233	5819	13	
9268	5820	31	
6344	5821	65	
7887	5822	14	
1842	5823	10	
9657	5824	3	
476	5825	4	
4257	5826	6	
754	5827	9	
7156	5828	6	
6904	5829	36	
4323	5830	7	
499	5831	13	
4130	5832	12	
4919	5833	4	
7754	5834	18	
5825	5835	17	
1966	5836	14	
2801	5837	22	
2233	5838	5	
9476	5839	31	
5762	5840	15	
8183	5841	5	
7314	5842	9	
4989	5843	5	
5441	5844	28	
3278	5845	16	
6803	5846	5	
9819	5847	33	
6185	5848	5	
9297	5849	20	
5211	5850	5	
8439	5851	5	
3078	5852	20	
228	5853	8	
9787	5854	27	
9964	5855	20	
428	5856	9	
6790	5857	7	
4863	5858	16	
6690	5859	30	
2770	5860	10	
6097	5861	14	
1702	5862	15	
1962	5863	14	
951	5864	9	
5691	5865	18	
5461	5866	36	
7561	5867	2	
646	5868	18	
9914	5869	5	
2611	5870	6	
1166	5871	30	
9686	5872	1	
6273	5873	9	
6158	5874	15	
6757	5875	3	
8075	5876	7	
3324	5877	6	
9186	5878	7	
8642	5879	11	
4303	5880	26	
9123	5881	2	
3021	5882	3	
8631	5883	18	
5144	5884	10	
2404	5885	3	
1468	5886	3	
8483	5887	36	
4164	5888	7	
3627	5889	3	
3868	5890	7	
9128	5891	9	
7379	5892	10	
8516	5893	1	
2442	5894	13	
4513	5895	4	
906	5896	8	
8905	5897	19	
9462	5898	14	
2151	5899	10	
1504	5900	7	
457	5901	21	
2796	5902	7	
9886	5903	4	
3946	5904	17	
8261	5905	32	
2278	5906	31	
1731	5907	12	
6456	5908	7	
5894	5909	7	
4346	5910	6	
3064	5911	22	
8859	5912	18	
8765	5913	8	
5382	5914	7	
5307	5915	1	
3228	5916	16	
8755	5917	21	
5999	5918	8	
9982	5919	21	
5855	5920	4	
5317	5921	5	
2217	5922	20	
4398	5923	3	
7753	5924	12	
9485	5925	31	
7854	5926	19	
8671	5927	2	
5345	5928	9	
4376	5929	4	
7440	5930	12	
8434	5931	22	
5909	5932	6	
7560	5933	12	
3582	5934	12	
2204	5935	9	
9054	5936	9	
1705	5937	15	
8779	5938	11	
8322	5939	16	
5523	5940	16	
7419	5941	12	
1048	5942	5	
4737	5943	13	
7379	5944	18	
3470	5945	21	
4215	5946	12	
4128	5947	4	
7406	5948	10	
7308	5949	6	
3155	5950	18	
212	5951	32	
4561	5952	1	
5300	5953	20	
3306	5954	11	
2426	5955	44	
5446	5956	3	
3416	5957	8	
6084	5958	7	
6471	5959	3	
3763	5960	11	
5923	5961	3	
6376	5962	1	
1717	5963	4	
7403	5964	11	
3995	5965	2	
2817	5966	3	
3468	5967	17	
7039	5968	11	
2748	5969	13	
4063	5970	18	
6063	5971	12	
993	5972	15	
8414	5973	5	
2503	5974	4	
6389	5975	10	
5824	5976	22	
4797	5977	19	
4258	5978	5	
544	5979	5	
4404	5980	5	
437	5981	11	
8551	5982	12	
2916	5983	18	
4252	5984	24	
6055	5985	6	
239	5986	31	
2447	5987	9	
4663	5988	4	
6033	5989	2	
2383	5990	1	
8162	5991	18	
4064	5992	21	
7974	5993	13	
7845	5994	8	
7201	5995	14	
2795	5996	19	
4530	5997	23	
573	5998	10	
910	5999	20	
4594	6000	4	
1679	6001	23	
4201	6002	4	
6706	6003	10	
1230	6004	2	
186	6005	24	
3984	6006	9	
3910	6007	17	
4636	6008	15	
9952	6009	15	
1640	6010	11	
9336	6011	43	
1584	6012	19	
5341	6013	5	
928	6014	4	
495	6015	7	
4369	6016	16	
8095	6017	4	
5658	6018	4	
1553	6019	2	
23	6020	11	
8411	6021	20	
3670	6022	1	
4257	6023	13	
4506	6024	14	
4058	6025	17	
1817	6026	12	
417	6027	10	
1636	6028	23	
5827	6029	16	
3149	6030	5	
2134	6031	14	
5913	6032	22	
4713	6033	17	
8440	6034	28	
7414	6035	8	
3332	6036	10	
7679	6037	1	
2131	6038	12	
8496	6039	17	
7037	6040	6	
713	6041	13	
3779	6042	17	
2238	6043	3	
7988	6044	25	
5855	6045	8	
1987	6046	23	
6167	6047	16	
4538	6048	32	
9348	6049	6	
9140	6050	22	
9420	6051	5	
7316	6052	37	
2608	6053	7	
2833	6054	22	
6010	6055	3	
5878	6056	13	
944	6057	14	
3916	6058	10	
1291	6059	6	
8082	6060	12	
914	6061	8	
8780	6062	16	
7416	6063	11	
4603	6064	3	
6553	6065	25	
5633	6066	5	
7798	6067	34	
6753	6068	11	
8387	6069	5	
4541	6070	5	
319	6071	2	
8206	6072	12	
978	6073	16	
610	6074	17	
8007	6075	3	
738	6076	9	
1849	6077	1	
4745	6078	22	
6841	6079	20	
643	6080	13	
8875	6081	27	
8474	6082	19	
6956	6083	8	
8079	6084	9	
2482	6085	15	
8868	6086	5	
5098	6087	12	
2350	6088	10	
8109	6089	6	
8188	6090	29	
1125	6091	1	
4500	6092	9	
9790	6093	19	
3767	6094	5	
1825	6095	4	
1133	6096	4	
6465	6097	11	
851	6098	2	
3580	6099	4	
3125	6100	10	
6718	6101	11	
3543	6102	12	
8272	6103	8	
929	6104	13	
1266	6105	13	
1206	6106	15	
7543	6107	33	
7030	6108	19	
2411	6109	4	
7882	6110	23	
2167	6111	20	
7828	6112	1	
5147	6113	15	
6888	6114	4	
3802	6115	11	
9380	6116	3	
9886	6117	13	
9938	6118	13	
2037	6119	3	
1737	6120	14	
1284	6121	7	
5032	6122	22	
41	6123	18	
4656	6124	16	
1431	6125	9	
9634	6126	18	
6756	6127	5	
7989	6128	9	
7537	6129	14	
2520	6130	10	
1862	6131	5	
6661	6132	12	
9166	6133	15	
2308	6134	6	
3515	6135	11	
6804	6136	8	
3405	6137	1	
9732	6138	14	
6592	6139	7	
1410	6140	6	
9324	6141	13	
6828	6142	5	
7425	6143	2	
5893	6144	1	
1684	6145	21	
8613	6146	15	
2325	6147	17	
5173	6148	12	
9483	6149	28	
5480	6150	25	
3840	6151	4	
3413	6152	12	
3407	6153	26	
9786	6154	13	
4286	6155	3	
3068	6156	8	
2509	6157	2	
2835	6158	7	
7366	6159	60	
3348	6160	10	
9123	6161	12	
7359	6162	12	
3761	6163	27	
2512	6164	11	
6355	6165	3	
7019	6166	3	
4228	6167	5	
3950	6168	6	
6497	6169	11	
5770	6170	24	
8390	6171	1	
3029	6172	19	
1445	6173	2	
8705	6174	14	
4382	6175	2	
9761	6176	18	
5728	6177	15	
718	6178	8	
8102	6179	6	
998	6180	12	
196	6181	10	
4521	6182	25	
5610	6183	29	
5832	6184	4	
9544	6185	3	
8788	6186	10	
9934	6187	10	
4629	6188	22	
1930	6189	27	
3490	6190	1	
9101	6191	3	
3065	6192	8	
8410	6193	14	
4747	6194	11	
114	6195	4	
6194	6196	11	
429	6197	1	
2334	6198	5	
6176	6199	2	
4211	6200	14	
3757	6201	9	
4539	6202	15	
4436	6203	16	
4684	6204	29	
7209	6205	7	
621	6206	1	
8448	6207	3	
1082	6208	18	
5805	6209	15	
8235	6210	15	
76	6211	13	
8610	6212	32	
7180	6213	12	
3206	6214	20	
1259	6215	21	
691	6216	13	
8229	6217	15	
7794	6218	6	
2305	6219	10	
8204	6220	41	
438	6221	9	
2892	6222	5	
9615	6223	13	
1744	6224	4	
4030	6225	10	
8864	6226	16	
2422	6227	10	
9733	6228	18	
5918	6229	11	
1528	6230	3	
4699	6231	9	
1238	6232	5	
5714	6233	5	
2818	6234	1	
8927	6235	9	
3412	6236	20	
8947	6237	15	
4057	6238	32	
6330	6239	27	
8891	6240	18	
7223	6241	11	
3909	6242	8	
2228	6243	2	
5521	6244	11	
8956	6245	6	
139	6246	43	
4480	6247	10	
5218	6248	17	
3576	6249	9	
8873	6250	25	
115	6251	50	
2585	6252	2	
569	6253	16	
8170	6254	3	
2782	6255	6	
7207	6256	4	
4988	6257	3	
1161	6258	6	
7415	6259	14	
6758	6260	9	
419	6261	9	
2200	6262	9	
4487	6263	11	
257	6264	22	
6575	6265	5	
7333	6266	40	
5381	6267	6	
6947	6268	12	
1272	6269	9	
318	6270	28	
902	6271	19	
5666	6272	26	
1225	6273	12	
4036	6274	13	
3983	6275	1	
940	6276	6	
9210	6277	17	
6305	6278	2	
4112	6279	1	
2837	6280	6	
7041	6281	68	
2995	6282	10	
4142	6283	8	
761	6284	2	
5580	6285	2	
6001	6286	28	
2600	6287	3	
508	6288	2	
5647	6289	15	
3624	6290	12	
7601	6291	19	
6744	6292	2	
9967	6293	1	
9786	6294	9	
7771	6295	16	
643	6296	26	
469	6297	2	
3612	6298	25	
7911	6299	8	
9708	6300	10	
9675	6301	2	
2238	6302	5	
6900	6303	13	
7090	6304	12	
877	6305	12	
4007	6306	19	
5418	6307	2	
4019	6308	26	
8726	6309	4	
8761	6310	7	
759	6311	23	
7912	6312	45	
7330	6313	1	
7974	6314	5	
910	6315	13	
1259	6316	4	
7165	6317	13	
6716	6318	5	
1729	6319	10	
6253	6320	11	
2979	6321	9	
4087	6322	5	
5437	6323	1	
6987	6324	19	
2214	6325	14	
7600	6326	13	
8	6327	21	
5032	6328	5	
1104	6329	6	
7702	6330	8	
1291	6331	7	
8199	6332	2	
3069	6333	17	
3808	6334	23	
3010	6335	2	
4677	6336	14	
7456	6337	29	
9700	6338	14	
921	6339	14	
3954	6340	15	
3244	6341	5	
4205	6342	19	
5567	6343	3	
5290	6344	13	
4361	6345	22	
2789	6346	8	
1683	6347	8	
2743	6348	26	
3868	6349	28	
1832	6350	12	
6302	6351	19	
5412	6352	3	
7172	6353	23	
9737	6354	12	
283	6355	3	
5073	6356	23	
5676	6357	15	
3913	6358	35	
9087	6359	3	
7788	6360	4	
2775	6361	11	
9219	6362	3	
6545	6363	10	
5294	6364	7	
1244	6365	13	
5836	6366	3	
7333	6367	7	
9478	6368	7	
1023	6369	15	
3515	6370	1	
8448	6371	4	
2512	6372	3	
4480	6373	16	
3217	6374	6	
805	6375	12	
606	6376	11	
3704	6377	19	
6872	6378	28	
7772	6379	8	
9380	6380	13	
9062	6381	12	
2602	6382	21	
8537	6383	5	
1870	6384	21	
4968	6385	20	
8525	6386	6	
9126	6387	3	
2855	6388	32	
6156	6389	10	
2864	6390	13	
8311	6391	10	
5867	6392	16	
7989	6393	11	
7778	6394	26	
5969	6395	2	
4887	6396	6	
7698	6397	9	
5219	6398	10	
4354	6399	1	
2848	6400	1	
1421	6401	12	
3415	6402	9	
7361	6403	21	
